serie,iteracion,puntos_corte,rmse_medio,tiempo
serie_3,65,"[98, 125, 150, 175, 268, 303, 368, 400, 429, 724, 809, 830, 908, 941, 956, 957, 959, 960, 984]",0.958470,0.001059
serie_3,66,"[15, 150, 196, 214, 379, 450, 459, 466, 583, 603, 611, 657, 674, 706, 778, 808, 812, 850, 992]",0.959662,0.001035
serie_3,67,"[115, 150, 171, 227, 237, 366, 373, 380, 388, 451, 566, 660, 687, 718, 725, 778, 794, 918, 973]",0.959359,0.001024
serie_3,68,"[47, 117, 180, 200, 325, 334, 523, 525, 550, 618, 629, 749, 754, 795, 808, 816, 822, 845, 901]",0.957285,0.001026
serie_3,69,"[26, 65, 95, 142, 252, 274, 333, 376, 463, 481, 492, 549, 577, 633, 752, 898, 927, 932, 999]",0.955478,0.001029
serie_3,70,"[83, 139, 165, 168, 220, 302, 335, 398, 404, 471, 478, 561, 577, 654, 736, 912, 914, 929, 935]",0.960203,0.001055
serie_3,71,"[169, 237, 298, 308, 323, 354, 413, 479, 561, 576, 638, 685, 688, 693, 749, 778, 881, 901, 916]",0.964131,0.001051
serie_3,72,"[84, 128, 131, 147, 156, 191, 233, 274, 339, 340, 383, 415, 620, 648, 690, 783, 864, 879, 888]",0.963981,0.001047
serie_3,73,"[67, 69, 106, 150, 333, 475, 599, 644, 648, 661, 710, 729, 738, 830, 889, 946, 959, 976, 984]",0.955959,0.001050
serie_3,74,"[93, 96, 101, 169, 199, 208, 266, 291, 308, 366, 373, 524, 571, 629, 655, 695, 853, 900, 965]",0.960158,0.001065
serie_3,75,"[11, 173, 286, 446, 501, 626, 627, 679, 709, 712, 803, 820, 821, 859, 868, 894, 904, 916, 951]",0.958076,0.001047
serie_3,76,"[109, 253, 274, 278, 328, 332, 382, 403, 437, 532, 574, 682, 711, 778, 784, 790, 839, 872, 887]",0.961229,0.001048
serie_3,77,"[27, 72, 90, 136, 156, 225, 480, 524, 525, 556, 659, 667, 688, 771, 779, 830, 944, 974, 980]",0.961750,0.001031
serie_3,78,"[2, 107, 238, 279, 432, 556, 602, 611, 625, 667, 824, 838, 846, 855, 861, 864, 902, 924, 969]",0.955985,0.001051
serie_3,79,"[23, 143, 166, 229, 243, 292, 360, 368, 374, 540, 558, 648, 720, 762, 808, 845, 915, 945, 966]",0.956694,0.001042
serie_3,80,"[9, 22, 199, 223, 388, 494, 507, 524, 531, 535, 541, 548, 600, 695, 805, 826, 841, 913, 965]",0.959591,0.001033
serie_3,81,"[9, 63, 85, 118, 168, 178, 256, 272, 279, 385, 455, 599, 620, 650, 730, 804, 892, 956, 992]",0.958510,0.001040
serie_3,82,"[15, 17, 19, 36, 116, 136, 242, 279, 290, 333, 403, 579, 709, 747, 818, 849, 884, 920, 948]",0.961530,0.001051
serie_3,83,"[27, 54, 63, 79, 120, 148, 222, 261, 377, 390, 625, 629, 668, 675, 702, 720, 724, 779, 902]",0.962176,0.001032
serie_3,84,"[46, 80, 90, 136, 141, 326, 330, 485, 569, 571, 649, 691, 779, 802, 846, 866, 894, 920, 978]",0.964253,0.001033
serie_3,85,"[126, 144, 162, 219, 238, 248, 259, 337, 383, 384, 451, 475, 525, 538, 761, 780, 789, 859, 896]",0.958146,0.001031
serie_3,86,"[157, 244, 270, 287, 299, 504, 511, 514, 518, 607, 610, 635, 643, 705, 862, 919, 934, 944, 987]",0.960575,0.001044
serie_3,87,"[97, 252, 286, 289, 303, 417, 510, 520, 592, 695, 699, 718, 730, 735, 812, 884, 913, 996, 997]",0.964227,0.001038
serie_3,88,"[93, 245, 251, 289, 352, 386, 496, 506, 533, 540, 559, 577, 660, 741, 770, 785, 793, 856, 962]",0.964256,0.001045
serie_3,89,"[87, 113, 268, 307, 348, 350, 380, 454, 463, 487, 524, 548, 571, 594, 661, 671, 678, 723, 791]",0.959278,0.001053
serie_3,90,"[98, 129, 137, 160, 190, 211, 248, 291, 302, 413, 435, 471, 527, 686, 701, 728, 796, 812, 986]",0.961407,0.001044
serie_3,91,"[66, 75, 82, 281, 308, 312, 348, 412, 506, 571, 575, 607, 620, 628, 702, 705, 706, 722, 796]",0.960763,0.001032
serie_3,92,"[12, 22, 159, 202, 300, 404, 422, 425, 481, 499, 514, 671, 773, 783, 873, 925, 956, 977, 979]",0.951630,0.001034
serie_3,93,"[12, 15, 18, 101, 178, 219, 421, 543, 551, 554, 596, 609, 642, 644, 710, 764, 770, 795, 907]",0.959997,0.001039
serie_3,94,"[6, 124, 184, 240, 297, 300, 310, 404, 426, 467, 557, 591, 615, 624, 659, 891, 948, 954, 988]",0.957920,0.001050
serie_3,95,"[14, 265, 313, 321, 400, 497, 500, 511, 556, 625, 642, 659, 801, 831, 884, 890, 895, 908, 927]",0.956354,0.001052
serie_3,96,"[75, 123, 164, 362, 389, 390, 425, 481, 538, 578, 614, 672, 677, 679, 720, 784, 857, 890, 903]",0.957887,0.001026
serie_3,97,"[32, 85, 90, 142, 286, 345, 381, 431, 463, 486, 510, 553, 583, 595, 666, 756, 798, 912, 979]",0.962453,0.001057
serie_3,98,"[86, 154, 176, 252, 255, 376, 434, 451, 468, 522, 558, 580, 612, 628, 653, 723, 936, 963, 970]",0.958532,0.001032
serie_3,99,"[155, 202, 213, 225, 243, 273, 321, 354, 363, 443, 453, 582, 717, 753, 858, 934, 954, 970, 972]",0.957621,0.001032
serie_3,100,"[27, 62, 116, 137, 181, 273, 283, 307, 326, 493, 554, 557, 721, 778, 823, 824, 825, 849, 859]",0.962598,0.001036
serie_4,1,"[59, 115, 166, 170, 174, 188, 202, 238, 273, 306, 311, 315, 332, 344, 349, 367, 386, 393, 397, 400, 425, 459, 474, 491, 504, 518, 549, 564, 582, 596, 653, 665, 713, 738, 744, 766, 777, 781, 818, 821, 828, 841, 869, 891, 906, 910, 941, 942, 944]",1.559616,0.001818
serie_4,2,"[18, 29, 37, 42, 64, 84, 123, 151, 164, 186, 219, 221, 231, 242, 258, 318, 336, 361, 390, 391, 434, 450, 481, 489, 536, 546, 608, 667, 675, 676, 709, 711, 729, 734, 781, 792, 793, 802, 811, 815, 825, 828, 850, 851, 871, 914, 952, 965, 967]",1.560400,0.001738
serie_4,3,"[7, 30, 61, 79, 99, 108, 117, 155, 168, 189, 199, 211, 271, 275, 286, 316, 332, 351, 363, 365, 366, 385, 428, 484, 502, 524, 542, 552, 588, 621, 625, 637, 653, 657, 694, 715, 716, 722, 765, 811, 834, 850, 876, 900, 910, 917, 960, 978, 980]",1.560794,0.002114
serie_4,4,"[29, 39, 60, 135, 137, 141, 144, 166, 193, 201, 203, 222, 292, 304, 322, 326, 338, 344, 348, 362, 389, 493, 505, 507, 552, 579, 605, 636, 652, 659, 662, 663, 674, 695, 701, 727, 744, 767, 772, 787, 830, 857, 877, 879, 900, 908, 926, 964, 980]",1.562623,0.001817
serie_4,5,"[16, 46, 81, 86, 93, 94, 130, 143, 152, 163, 192, 226, 228, 236, 254, 275, 281, 285, 330, 388, 417, 426, 495, 497, 518, 520, 542, 567, 575, 579, 584, 597, 608, 727, 728, 737, 738, 753, 806, 850, 897, 915, 931, 932, 937, 940, 961, 971, 985]",1.551305,0.001767
serie_4,6,"[11, 48, 81, 96, 129, 154, 156, 163, 196, 216, 222, 249, 292, 363, 369, 385, 389, 395, 450, 457, 503, 526, 530, 554, 586, 598, 641, 644, 679, 692, 695, 706, 743, 770, 779, 784, 824, 829, 830, 845, 850, 860, 917, 923, 924, 932, 946, 978, 986]",1.575960,0.001735
serie_4,7,"[5, 6, 15, 33, 34, 36, 40, 48, 58, 86, 89, 101, 145, 194, 198, 210, 269, 274, 321, 325, 334, 343, 400, 404, 409, 412, 429, 490, 528, 550, 562, 571, 573, 626, 740, 760, 821, 836, 849, 887, 894, 914, 932, 955, 959, 973, 980, 990, 994]",1.568013,0.001714
serie_4,8,"[19, 39, 51, 62, 107, 158, 168, 210, 254, 292, 314, 405, 407, 423, 442, 467, 485, 489, 500, 506, 516, 523, 563, 576, 606, 620, 625, 658, 677, 695, 743, 758, 763, 790, 798, 803, 834, 845, 853, 861, 865, 869, 872, 889, 899, 917, 930, 959, 968]",1.557335,0.001711
serie_4,9,"[76, 111, 113, 152, 158, 159, 174, 193, 203, 204, 214, 215, 271, 309, 312, 318, 367, 424, 433, 477, 478, 480, 481, 483, 487, 505, 521, 533, 548, 588, 601, 626, 635, 652, 687, 688, 697, 724, 780, 791, 793, 852, 892, 905, 907, 917, 932, 938, 959]",1.576913,0.001698
serie_4,10,"[5, 60, 66, 85, 96, 99, 144, 152, 167, 206, 232, 247, 248, 278, 279, 281, 289, 291, 300, 312, 319, 379, 385, 439, 458, 461, 484, 511, 533, 542, 591, 592, 605, 635, 643, 686, 702, 719, 759, 789, 811, 837, 845, 865, 868, 958, 964, 969, 973]",1.592765,0.001744
serie_4,11,"[16, 80, 96, 102, 124, 193, 222, 272, 287, 295, 309, 352, 395, 453, 461, 483, 484, 504, 574, 610, 613, 633, 648, 658, 665, 683, 685, 699, 709, 718, 731, 734, 736, 747, 756, 766, 791, 795, 806, 807, 867, 876, 907, 939, 965, 970, 977, 992, 993]",1.551237,0.001745
serie_4,12,"[16, 29, 38, 55, 96, 101, 102, 134, 143, 176, 185, 230, 261, 262, 287, 297, 308, 332, 336, 342, 357, 400, 421, 431, 440, 501, 532, 559, 560, 590, 599, 603, 636, 641, 650, 678, 697, 741, 785, 797, 825, 861, 867, 878, 881, 905, 917, 927, 973]",1.581663,0.001741
serie_4,13,"[23, 25, 36, 40, 68, 76, 95, 117, 177, 202, 208, 212, 225, 226, 296, 300, 337, 359, 363, 369, 404, 415, 435, 437, 477, 522, 527, 532, 535, 548, 567, 581, 622, 639, 642, 666, 685, 708, 727, 746, 802, 825, 845, 866, 876, 932, 951, 960, 975]",1.571606,0.001718
serie_4,14,"[11, 14, 35, 38, 39, 45, 52, 61, 70, 108, 115, 157, 162, 178, 196, 200, 218, 226, 273, 286, 324, 327, 329, 376, 379, 380, 382, 385, 406, 437, 452, 510, 513, 612, 643, 686, 699, 728, 744, 774, 780, 790, 856, 857, 874, 877, 881, 959, 977]",1.564314,0.001734
serie_4,15,"[20, 57, 59, 108, 121, 157, 166, 176, 181, 183, 197, 224, 243, 318, 319, 327, 331, 335, 361, 374, 378, 383, 395, 411, 422, 426, 429, 430, 457, 489, 542, 547, 588, 612, 614, 642, 653, 658, 674, 777, 792, 800, 806, 811, 820, 855, 859, 863, 871]",1.567561,0.001693
serie_4,16,"[19, 31, 34, 49, 173, 191, 223, 229, 271, 276, 281, 290, 297, 328, 341, 388, 401, 448, 453, 462, 483, 508, 509, 537, 558, 564, 584, 617, 625, 647, 656, 657, 709, 710, 728, 768, 775, 795, 802, 829, 892, 910, 914, 925, 942, 949, 960, 964, 976]",1.570951,0.001663
serie_4,17,"[27, 30, 49, 74, 81, 114, 152, 179, 195, 215, 217, 265, 273, 315, 326, 346, 387, 396, 411, 432, 451, 475, 567, 589, 620, 630, 642, 675, 677, 682, 688, 712, 748, 802, 805, 834, 862, 867, 873, 888, 902, 903, 917, 949, 951, 960, 975, 976, 984]",1.562732,0.001665
serie_4,18,"[1, 5, 18, 60, 104, 117, 156, 195, 215, 231, 258, 274, 281, 298, 312, 320, 354, 427, 448, 467, 476, 480, 481, 495, 523, 528, 620, 630, 675, 678, 699, 704, 724, 750, 753, 782, 807, 868, 882, 907, 919, 920, 924, 928, 938, 945, 963, 969, 984]",1.575212,0.001745
serie_4,19,"[21, 37, 46, 47, 75, 80, 122, 145, 154, 168, 174, 177, 208, 220, 228, 231, 239, 245, 248, 344, 387, 397, 414, 435, 470, 475, 487, 527, 534, 561, 577, 599, 620, 621, 697, 711, 751, 771, 809, 827, 835, 851, 858, 870, 922, 942, 962, 965, 994]",1.570853,0.001713
serie_4,20,"[60, 98, 132, 154, 170, 177, 185, 186, 220, 234, 266, 272, 308, 332, 347, 372, 375, 383, 411, 435, 475, 547, 611, 640, 679, 692, 725, 748, 752, 761, 769, 797, 814, 841, 845, 861, 864, 873, 905, 911, 918, 919, 929, 933, 946, 969, 973, 983, 993]",1.577708,0.001716
serie_4,21,"[8, 57, 91, 104, 120, 145, 155, 171, 172, 209, 222, 234, 271, 294, 368, 374, 375, 425, 448, 459, 460, 481, 525, 537, 553, 554, 556, 558, 571, 594, 637, 643, 670, 678, 680, 694, 700, 706, 728, 731, 773, 777, 796, 798, 855, 902, 930, 953, 986]",1.586701,0.001716
serie_4,22,"[29, 38, 62, 66, 119, 147, 158, 196, 198, 210, 225, 261, 283, 307, 330, 339, 350, 353, 364, 370, 416, 421, 427, 482, 519, 524, 528, 532, 576, 595, 602, 639, 672, 688, 697, 722, 727, 785, 827, 857, 867, 881, 910, 934, 949, 975, 984, 994, 997]",1.572158,0.001718
serie_4,23,"[1, 15, 19, 21, 80, 120, 198, 223, 260, 270, 279, 287, 319, 346, 356, 373, 388, 392, 414, 418, 436, 541, 564, 572, 577, 601, 620, 645, 688, 690, 696, 701, 712, 729, 766, 768, 809, 842, 852, 870, 873, 876, 878, 884, 892, 902, 916, 929, 983]",1.563454,0.001735
serie_4,24,"[20, 31, 69, 83, 84, 86, 89, 98, 106, 135, 183, 196, 198, 213, 231, 281, 292, 353, 369, 383, 387, 417, 444, 462, 555, 557, 581, 599, 601, 608, 653, 705, 714, 758, 780, 785, 798, 865, 867, 881, 888, 895, 915, 920, 943, 961, 991, 993, 998]",1.575253,0.001729
serie_4,25,"[55, 79, 95, 96, 108, 127, 143, 157, 186, 195, 244, 256, 290, 319, 323, 353, 380, 397, 403, 411, 459, 494, 500, 514, 517, 523, 524, 533, 553, 567, 582, 585, 593, 602, 630, 634, 664, 749, 770, 808, 810, 843, 921, 955, 962, 973, 975, 996, 999]",1.557554,0.001724
serie_4,26,"[22, 28, 36, 38, 49, 74, 126, 134, 166, 180, 260, 274, 284, 289, 291, 297, 325, 360, 373, 386, 402, 431, 547, 548, 589, 592, 604, 610, 633, 640, 641, 649, 651, 652, 761, 764, 776, 795, 811, 881, 888, 899, 904, 908, 952, 960, 962, 965, 991]",1.586619,0.001735
serie_4,27,"[1, 2, 9, 17, 47, 58, 82, 152, 175, 201, 234, 273, 289, 297, 320, 330, 359, 461, 496, 507, 537, 551, 573, 577, 578, 625, 647, 667, 681, 700, 709, 746, 776, 794, 833, 838, 840, 858, 865, 888, 891, 899, 920, 921, 924, 967, 971, 978, 985]",1.568983,0.001720
serie_4,28,"[22, 26, 31, 40, 74, 85, 107, 116, 184, 199, 208, 219, 237, 258, 285, 289, 368, 381, 399, 410, 438, 444, 459, 482, 491, 519, 554, 572, 583, 640, 645, 651, 664, 725, 752, 767, 792, 800, 802, 808, 827, 865, 883, 898, 907, 931, 933, 954, 980]",1.557747,0.001731
serie_4,29,"[22, 23, 78, 84, 100, 132, 137, 151, 158, 181, 212, 230, 235, 240, 287, 301, 349, 371, 441, 459, 462, 481, 489, 533, 584, 625, 721, 722, 740, 747, 756, 773, 780, 790, 797, 816, 820, 825, 833, 855, 882, 934, 936, 949, 960, 965, 974, 993, 999]",1.577651,0.001739
serie_4,30,"[21, 39, 66, 98, 106, 117, 152, 162, 193, 209, 217, 277, 283, 308, 322, 329, 338, 342, 352, 355, 362, 365, 454, 484, 488, 497, 506, 528, 532, 559, 587, 597, 627, 667, 668, 675, 679, 717, 731, 735, 751, 764, 776, 802, 845, 859, 869, 922, 995]",1.560332,0.001766
serie_4,31,"[33, 56, 70, 76, 78, 92, 106, 129, 134, 184, 203, 218, 219, 236, 273, 280, 293, 309, 324, 337, 390, 412, 444, 451, 465, 471, 511, 517, 527, 541, 570, 572, 584, 587, 595, 597, 624, 688, 705, 725, 770, 797, 804, 901, 915, 929, 968, 986, 996]",1.565133,0.001832
serie_4,32,"[10, 20, 66, 101, 106, 147, 223, 227, 233, 258, 265, 292, 326, 368, 379, 386, 391, 401, 444, 451, 483, 505, 506, 534, 551, 556, 569, 583, 589, 591, 594, 599, 631, 640, 647, 660, 661, 675, 684, 731, 757, 758, 762, 797, 841, 853, 857, 908, 942]",1.548773,0.001688
serie_4,33,"[36, 62, 67, 78, 90, 92, 97, 98, 102, 105, 110, 112, 114, 121, 157, 204, 246, 271, 272, 341, 350, 352, 394, 457, 498, 504, 511, 582, 583, 597, 625, 644, 662, 664, 698, 729, 731, 733, 798, 802, 835, 837, 886, 888, 917, 955, 967, 969, 995]",1.558459,0.001674
serie_4,34,"[2, 22, 25, 31, 77, 92, 117, 206, 289, 326, 332, 343, 352, 401, 418, 450, 468, 530, 544, 557, 564, 569, 581, 623, 633, 659, 663, 700, 707, 709, 740, 750, 758, 769, 791, 805, 808, 813, 823, 828, 829, 835, 886, 891, 917, 919, 944, 968, 979]",1.552186,0.001784
serie_4,35,"[2, 8, 33, 92, 129, 159, 171, 216, 229, 253, 266, 292, 298, 325, 326, 331, 383, 385, 403, 404, 410, 416, 419, 494, 573, 584, 622, 642, 669, 682, 688, 695, 742, 763, 765, 789, 811, 818, 822, 831, 862, 909, 917, 921, 923, 933, 947, 962, 979]",1.570234,0.001735
serie_4,36,"[29, 107, 108, 133, 158, 166, 181, 195, 209, 219, 228, 300, 352, 366, 367, 383, 423, 426, 469, 485, 495, 530, 532, 545, 591, 616, 631, 646, 657, 659, 710, 713, 728, 762, 788, 820, 836, 838, 868, 882, 886, 890, 892, 909, 916, 938, 953, 955, 961]",1.578923,0.001758
serie_4,37,"[10, 35, 37, 41, 52, 66, 74, 81, 116, 125, 162, 217, 235, 243, 301, 327, 336, 341, 381, 390, 409, 414, 415, 443, 449, 482, 485, 506, 533, 560, 574, 589, 591, 600, 634, 650, 659, 693, 757, 762, 770, 782, 805, 852, 854, 886, 964, 965, 994]",1.571217,0.001715
serie_4,38,"[11, 17, 22, 52, 53, 74, 93, 99, 120, 147, 161, 186, 188, 192, 201, 288, 291, 296, 344, 347, 352, 358, 361, 365, 397, 398, 414, 509, 510, 515, 517, 535, 545, 564, 595, 614, 629, 631, 675, 701, 750, 767, 805, 820, 824, 845, 874, 900, 902]",1.581256,0.001730
serie_4,39,"[15, 42, 76, 116, 142, 146, 155, 181, 204, 238, 247, 279, 284, 310, 320, 321, 335, 342, 361, 385, 387, 411, 412, 519, 531, 545, 552, 555, 579, 581, 602, 608, 622, 623, 630, 638, 649, 663, 687, 717, 762, 839, 873, 878, 893, 923, 942, 960, 983]",1.579885,0.001721
serie_4,40,"[44, 71, 77, 78, 80, 112, 122, 145, 206, 229, 246, 279, 283, 290, 341, 370, 389, 463, 486, 503, 505, 517, 525, 561, 568, 573, 612, 627, 628, 653, 664, 668, 699, 709, 713, 723, 739, 752, 753, 756, 762, 788, 805, 894, 897, 952, 955, 957, 980]",1.550984,0.001712
serie_4,41,"[1, 10, 37, 52, 74, 96, 106, 130, 132, 173, 185, 212, 221, 303, 321, 349, 367, 383, 395, 412, 413, 436, 445, 479, 494, 504, 510, 514, 604, 622, 646, 650, 665, 669, 682, 730, 756, 828, 849, 871, 889, 904, 908, 911, 923, 932, 934, 945, 986]",1.571063,0.001715
serie_4,42,"[11, 14, 18, 40, 45, 76, 90, 101, 105, 120, 124, 131, 170, 171, 197, 206, 221, 233, 264, 368, 375, 376, 388, 396, 437, 468, 491, 603, 613, 633, 635, 640, 660, 670, 676, 715, 740, 746, 795, 823, 874, 899, 901, 914, 915, 917, 962, 980, 999]",1.568278,0.001721
serie_4,43,"[31, 87, 102, 103, 109, 121, 127, 128, 150, 184, 218, 232, 242, 249, 303, 310, 355, 385, 388, 400, 419, 422, 448, 531, 546, 550, 572, 591, 592, 614, 623, 627, 633, 634, 645, 671, 727, 732, 762, 770, 821, 837, 842, 872, 874, 887, 932, 950, 984]",1.563984,0.001727
serie_4,44,"[13, 47, 78, 84, 91, 103, 124, 136, 142, 154, 199, 200, 201, 204, 275, 289, 296, 302, 303, 308, 310, 418, 423, 475, 535, 559, 560, 565, 616, 656, 657, 677, 685, 691, 723, 736, 737, 749, 785, 787, 817, 837, 838, 866, 904, 922, 938, 941, 998]",1.578156,0.001709
serie_4,45,"[13, 56, 76, 99, 121, 127, 150, 156, 163, 180, 186, 195, 244, 278, 307, 339, 343, 345, 351, 363, 391, 430, 437, 483, 545, 578, 585, 589, 629, 647, 664, 677, 693, 705, 722, 740, 776, 782, 811, 817, 841, 848, 901, 906, 917, 961, 967, 983, 987]",1.573867,0.001768
serie_4,46,"[16, 54, 60, 152, 159, 174, 186, 200, 246, 256, 265, 278, 294, 296, 303, 318, 330, 344, 369, 374, 380, 416, 419, 433, 439, 473, 515, 550, 631, 651, 669, 677, 686, 690, 759, 766, 767, 785, 809, 820, 826, 828, 840, 865, 905, 922, 927, 982, 999]",1.568334,0.001730
serie_4,47,"[18, 28, 37, 46, 66, 80, 162, 220, 230, 239, 247, 314, 376, 377, 379, 389, 398, 403, 405, 408, 414, 416, 417, 420, 426, 472, 502, 508, 523, 525, 549, 560, 577, 584, 588, 603, 700, 716, 722, 756, 764, 780, 796, 798, 829, 863, 870, 884, 958]",1.568648,0.001715
serie_4,48,"[9, 56, 73, 84, 86, 126, 131, 187, 190, 210, 230, 261, 263, 274, 281, 330, 395, 448, 458, 465, 470, 510, 561, 572, 575, 596, 610, 621, 640, 671, 676, 679, 721, 734, 738, 793, 805, 847, 852, 854, 866, 879, 907, 925, 931, 941, 953, 966, 983]",1.554258,0.001733
serie_4,49,"[30, 88, 97, 114, 117, 142, 173, 191, 216, 266, 299, 301, 326, 332, 354, 374, 382, 387, 391, 418, 421, 478, 486, 492, 537, 542, 608, 612, 624, 628, 647, 655, 690, 725, 728, 777, 781, 791, 802, 846, 896, 901, 919, 928, 933, 950, 974, 992, 997]",1.552474,0.001684
serie_4,50,"[5, 25, 47, 53, 62, 71, 72, 120, 125, 153, 160, 166, 245, 261, 274, 288, 291, 316, 332, 349, 405, 416, 445, 473, 483, 519, 595, 596, 607, 644, 661, 669, 717, 734, 774, 797, 803, 814, 825, 844, 861, 863, 887, 896, 920, 941, 951, 961, 987]",1.559914,0.001824
serie_4,51,"[1, 10, 11, 21, 24, 37, 60, 111, 137, 186, 191, 200, 235, 245, 275, 297, 318, 327, 339, 412, 419, 442, 449, 458, 475, 480, 510, 596, 627, 630, 649, 655, 658, 680, 720, 721, 741, 759, 773, 801, 809, 828, 835, 844, 856, 868, 871, 950, 998]",1.573969,0.001671
serie_4,52,"[3, 23, 32, 40, 50, 90, 92, 103, 109, 132, 152, 158, 161, 169, 197, 248, 284, 298, 306, 320, 356, 382, 394, 407, 436, 446, 469, 490, 550, 566, 571, 602, 608, 609, 623, 624, 642, 694, 739, 777, 801, 815, 897, 913, 921, 941, 942, 944, 955]",1.575492,0.001759
serie_4,53,"[14, 69, 86, 93, 103, 115, 172, 174, 180, 202, 209, 216, 235, 298, 299, 310, 312, 313, 328, 333, 351, 381, 396, 403, 414, 424, 461, 485, 561, 564, 568, 575, 618, 642, 648, 687, 693, 774, 785, 805, 831, 846, 857, 862, 872, 916, 932, 948, 951]",1.558756,0.001920
serie_4,54,"[11, 22, 48, 67, 75, 90, 106, 239, 262, 294, 300, 321, 324, 329, 377, 381, 391, 397, 485, 491, 503, 506, 523, 536, 543, 554, 562, 667, 673, 681, 686, 698, 714, 733, 748, 776, 778, 806, 810, 825, 839, 843, 864, 879, 945, 953, 969, 975, 995]",1.546328,0.001743
serie_4,55,"[33, 34, 52, 60, 61, 88, 124, 172, 190, 196, 211, 251, 306, 346, 355, 381, 435, 437, 440, 455, 464, 471, 486, 510, 524, 567, 595, 600, 606, 609, 662, 674, 780, 795, 804, 806, 818, 840, 870, 885, 907, 919, 937, 958, 968, 979, 982, 992, 999]",1.563253,0.001711
serie_4,56,"[3, 36, 41, 51, 63, 96, 125, 183, 208, 219, 242, 247, 261, 283, 293, 298, 307, 309, 357, 367, 372, 394, 463, 465, 483, 484, 490, 582, 591, 594, 622, 634, 637, 644, 694, 711, 714, 731, 732, 765, 777, 814, 866, 884, 885, 900, 923, 966, 991]",1.572418,0.001726
serie_4,57,"[11, 17, 20, 42, 46, 75, 133, 139, 157, 202, 218, 219, 251, 274, 285, 287, 288, 320, 377, 381, 394, 414, 419, 488, 560, 588, 597, 598, 600, 612, 648, 649, 662, 680, 682, 705, 738, 739, 744, 748, 749, 768, 783, 797, 809, 842, 883, 964, 971]",1.576618,0.001735
serie_4,58,"[10, 23, 47, 86, 94, 112, 128, 129, 131, 194, 196, 202, 207, 234, 265, 291, 297, 313, 339, 375, 396, 409, 411, 413, 421, 423, 430, 466, 484, 492, 523, 681, 703, 716, 720, 727, 763, 776, 818, 836, 844, 846, 861, 891, 910, 913, 940, 944, 993]",1.582357,0.001730
serie_4,59,"[3, 11, 28, 38, 64, 82, 135, 152, 188, 197, 220, 233, 255, 316, 330, 350, 355, 383, 441, 443, 446, 494, 514, 545, 549, 566, 600, 603, 604, 610, 613, 616, 670, 684, 713, 755, 790, 791, 799, 852, 856, 875, 895, 910, 919, 974, 978, 982, 984]",1.587382,0.001727
serie_4,60,"[8, 9, 84, 102, 142, 190, 204, 208, 254, 257, 268, 291, 292, 312, 318, 348, 350, 351, 355, 359, 430, 453, 459, 512, 514, 532, 554, 557, 591, 600, 603, 610, 627, 648, 715, 739, 744, 784, 799, 814, 853, 856, 862, 890, 897, 903, 907, 975, 977]",1.565588,0.001661
serie_4,61,"[1, 5, 33, 79, 96, 108, 113, 126, 134, 150, 189, 206, 226, 237, 238, 241, 256, 282, 319, 322, 331, 369, 395, 399, 452, 469, 481, 482, 484, 488, 512, 516, 518, 554, 589, 594, 634, 641, 701, 704, 724, 740, 757, 791, 846, 855, 942, 964, 999]",1.558773,0.001760
serie_4,62,"[4, 5, 29, 32, 41, 55, 58, 66, 82, 97, 129, 141, 152, 188, 245, 274, 281, 289, 301, 305, 352, 371, 391, 411, 416, 440, 488, 496, 538, 575, 594, 597, 619, 647, 736, 791, 811, 821, 829, 851, 878, 902, 922, 933, 966, 968, 971, 979, 986]",1.579267,0.001712
serie_4,63,"[2, 5, 14, 41, 46, 50, 89, 101, 108, 127, 185, 221, 240, 241, 250, 272, 275, 288, 305, 334, 356, 389, 393, 395, 425, 443, 449, 526, 528, 550, 553, 606, 618, 645, 649, 655, 684, 688, 689, 726, 877, 894, 899, 905, 929, 948, 970, 976, 998]",1.547758,0.001705
serie_4,64,"[4, 8, 16, 34, 37, 41, 42, 128, 138, 153, 159, 185, 234, 256, 263, 271, 273, 294, 333, 336, 341, 342, 353, 369, 385, 399, 404, 418, 423, 456, 513, 528, 579, 598, 601, 640, 651, 685, 743, 776, 783, 789, 839, 855, 860, 880, 897, 901, 973]",1.580106,0.001745
serie_4,65,"[49, 58, 63, 98, 154, 156, 166, 206, 254, 260, 266, 274, 310, 353, 360, 369, 377, 381, 464, 489, 496, 499, 555, 561, 583, 604, 626, 645, 648, 688, 712, 715, 726, 733, 763, 767, 786, 790, 809, 839, 844, 871, 872, 913, 944, 951, 961, 976, 980]",1.566495,0.001683
serie_4,66,"[66, 82, 87, 91, 99, 103, 121, 129, 193, 198, 199, 208, 260, 283, 326, 339, 346, 354, 372, 395, 480, 559, 568, 577, 602, 608, 622, 652, 659, 663, 671, 674, 678, 699, 700, 713, 721, 790, 807, 819, 823, 830, 835, 839, 852, 893, 919, 923, 925]",1.544162,0.001676
serie_4,67,"[46, 48, 55, 58, 69, 76, 78, 133, 135, 168, 180, 200, 202, 211, 219, 227, 228, 231, 236, 251, 258, 272, 315, 331, 340, 345, 355, 357, 370, 379, 403, 419, 476, 478, 545, 546, 569, 601, 693, 777, 808, 849, 868, 872, 894, 902, 915, 951, 990]",1.583061,0.001663
